,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
424,1976,Maryland,MD,24,52,52,US House,1,gen,False,False,Robert E. Bauman,democrat,False,total,85919,158912.0,False,20171005,1,6464.0,0.029506161033059766,0.110962786
426,1976,Maryland,MD,24,52,52,US House,2,gen,False,False,Clarence D. Long,democrat,False,total,139196,196303.0,False,20171005,1,41045.5,0.012294022895437278,4.429039955
429,1976,Maryland,MD,24,52,52,US House,3,gen,False,False,Barbara A. Mikulski,democrat,False,total,107014,143461.0,False,20171005,1,35284.5,0.012294022895437278,3.753460169
431,1976,Maryland,MD,24,52,52,US House,4,gen,False,False,Marjorie S. Holt,democrat,False,total,95158,165013.0,False,20171005,1,12652.5,0.012294022895437278,0.06935174
434,1976,Maryland,MD,24,52,52,US House,5,gen,False,False,Gladys Noon Spellman,republican,False,total,77836,134893.0,False,20171005,1,10390.5,0.1855525851397266,nan
435,1976,Maryland,MD,24,52,52,US House,6,gen,False,False,Goodloe E. Byron,republican,False,total,126801,179004.0,False,20171005,1,37300.0,0.17178913462647932,0.8662606890000001
437,1976,Maryland,MD,24,52,52,US House,7,gen,False,False,Parren J. Mitchell,democrat,False,total,94991,100633.0,False,20171005,1,44675.5,-0.17178913462647932,3.70944424
440,1976,Maryland,MD,24,52,52,US House,8,gen,False,False,"Newton I. Steers, Jr.",republican,False,total,111274,237652.0,False,20171005,1,-7551.0,0.17178913462647932,0.045328905999999995
443,1976,Massachusetts,MA,25,14,3,US House,1,gen,False,False,Silvio O. Conte,republican,False,total,137652,215870.0,False,20171005,1,29718.0,0.020570145410965468,0.13439879
446,1976,Massachusetts,MA,25,14,3,US House,2,gen,False,False,Edward P. Boland,republican,False,total,134408,185755.0,False,20171005,1,41531.5,0.020570145410965468,0.300856464
450,1976,Massachusetts,MA,25,14,3,US House,3,gen,False,False,Joseph D. Early,democrat,False,total,168520,168568.0,False,20171005,1,84237.0,-0.08379509650139808,0.010792597
453,1976,Massachusetts,MA,25,14,3,US House,4,gen,False,False,Robert F. Drinan,democrat,False,total,109268,209835.0,False,20171005,1,4351.5,0.0037483495731431143,0.073389657
456,1976,Massachusetts,MA,25,14,3,US House,5,gen,False,False,Paul E. Tsongas,democrat,False,total,144217,214263.0,False,20171005,1,37086.5,0.0037483495731431143,6.064377063999999
457,1976,Massachusetts,MA,25,14,3,US House,6,gen,False,False,Michael Harrington,democrat,False,total,121562,221813.0,False,20171005,1,10656.5,0.0037483495731431143,1.194791779
461,1976,Massachusetts,MA,25,14,3,US House,7,gen,False,False,Edward J. Markey,republican,False,total,162126,210809.0,False,20171005,1,56722.5,0.0037483495731431143,0.102021
467,1976,Massachusetts,MA,25,14,3,US House,8,gen,False,False,"Thomas P. O'Neil, Jr.",republican,False,total,133131,178850.0,False,20171005,1,43707.0,-0.0037483495731431143,0.179358314
475,1976,Massachusetts,MA,25,14,3,US House,9,gen,False,False,Joe Moakley,democrat,False,total,103901,149371.0,False,20171005,1,29216.5,0.0037483495731431143,0.31514382
476,1976,Massachusetts,MA,25,14,3,US House,10,gen,False,False,Margaret M. Heckler,republican,False,total,176604,176691.0,False,20171005,1,88259.5,-0.0037483495731431143,0.25902231800000003
479,1976,Massachusetts,MA,25,14,3,US House,11,gen,False,False,James A. Burke,democrat,False,total,131789,191055.0,False,20171005,1,36262.5,0.0037483495731431143,1.118311067
481,1976,Massachusetts,MA,25,14,3,US House,12,gen,False,False,Gerry E. Studds,republican,False,total,222418,222504.0,False,20171005,1,111167.0,0.0037483495731431143,nan
486,1976,Michigan,MI,26,34,23,US House,1,gen,False,False,"John Conyers, Jr.",democrat,False,total,126161,136582.0,False,20171005,1,57871.0,0.0037483495731431143,1.498635645
490,1976,Michigan,MI,26,34,23,US House,2,gen,False,False,Carl D. Pursell,republican,False,total,95397,191738.0,False,20171005,1,-471.0,-0.0037483495731431143,0.023743712
494,1976,Michigan,MI,26,34,23,US House,3,gen,False,False,Garry Brown,democrat,False,total,99231,196158.0,False,20171005,1,1153.0,0.051482283478342585,2.491036584
502,1976,Michigan,MI,26,34,23,US House,4,gen,False,False,Dave Stockman,republican,False,total,107881,179737.0,False,20171005,1,18013.5,-0.05809907901149075,1.1953534129999999
507,1976,Michigan,MI,26,34,23,US House,5,gen,False,False,Harold S. Sawyer,democrat,False,total,109589,205438.0,False,20171005,1,6871.0,0.0414650835699861,7.037109813
508,1976,Michigan,MI,26,34,23,US House,6,gen,False,False,Bob Carr,democrat,False,total,108909,206504.0,False,20171005,1,5658.0,0.0414650835699861,2.8144349589999997
515,1976,Michigan,MI,26,34,23,US House,7,gen,False,False,Dale E. Kildee,republican,False,total,124260,177582.0,False,20171005,1,35470.0,-0.0414650835699861,0.09929188800000001
520,1976,Michigan,MI,26,34,23,US House,8,gen,False,False,Bob Traxler,democrat,False,total,110127,186632.0,False,20171005,1,16812.0,0.0414650835699861,4.445043923
521,1976,Michigan,MI,26,34,23,US House,9,gen,False,False,Guy A. Vander Jagt,democrat,False,total,146712,209701.0,False,20171005,1,41862.5,-0.09618412092089025,0.114401524
526,1976,Michigan,MI,26,34,23,US House,10,gen,False,False,Elford A. Cederberg,republican,False,total,118726,210184.0,False,20171005,1,13635.0,0.09618412092089025,0.010792597
532,1976,Michigan,MI,26,34,23,US House,11,gen,False,False,Philip E. Ruppe,democrat,False,total,118871,217115.0,False,20171005,1,10314.5,-0.04108934243574383,0.399028884
536,1976,Michigan,MI,26,34,23,US House,12,gen,False,False,David E. Bonior,democrat,False,total,94815,180867.0,False,20171005,1,4382.5,-0.010565756016172231,0.547749945
539,1976,Michigan,MI,26,34,23,US House,13,gen,False,False,"Charles C. Diggs, Jr.",democrat,False,total,83387,93687.0,False,20171005,1,36544.5,-0.010565756016172231,0.142462275
550,1976,Michigan,MI,26,34,23,US House,14,gen,False,False,Lucien N. Nedzi,republican,False,total,107503,161666.0,False,20171005,1,26671.0,0.010565756016172231,0.209946966
553,1976,Michigan,MI,26,34,23,US House,15,gen,False,False,William D. Ford,republican,False,total,117313,158550.0,False,20171005,1,38039.0,0.010565756016172231,0.19915437
562,1976,Michigan,MI,26,34,23,US House,16,gen,False,False,John D. Dingell,republican,False,total,121682,160344.0,False,20171005,1,41511.0,-0.018878142904493585,0.142462275
565,1976,Michigan,MI,26,34,23,US House,17,gen,False,False,William M. Brodhead,republican,False,total,112746,175573.0,False,20171005,1,24960.5,-0.018878142904493585,0.110655078
570,1976,Michigan,MI,26,34,23,US House,18,gen,False,False,James J. Blanchard,republican,False,total,123113,186195.0,False,20171005,1,30016.5,-0.002727128746855605,0.263339356
578,1976,Michigan,MI,26,34,23,US House,19,gen,False,False,William S. Broomfield,republican,False,total,131799,197645.0,False,20171005,1,32977.5,-0.01073131579445324,0.056121502000000004
581,1976,Minnesota,MN,27,41,33,US House,1,gen,False,False,Albert H. Quic,democrat,False,total,158177,231773.0,False,20171005,1,42291.5,-0.06750042227352064,0.034536309
583,1976,Minnesota,MN,27,41,33,US House,2,gen,False,False,Tom Hagedorn,democrat,False,total,148322,245810.0,False,20171005,1,25418.0,-0.06750042227352064,0.622918599
586,1976,Minnesota,MN,27,41,33,US House,3,gen,False,False,Bill Frenzel,republican,False,total,149013,225459.0,False,20171005,1,36284.5,0.06750042227352064,0.021585193
590,1976,Minnesota,MN,27,41,33,US House,4,gen,False,False,Bruce F. Vento,democrat,False,total,133282,200599.0,False,20171005,1,32983.5,-0.24896775105325678,0.053962983000000006
593,1976,Minnesota,MN,27,41,33,US House,5,gen,False,False,Donald M. Fraser,republican,False,total,138213,195596.0,False,20171005,1,40416.0,-0.24896775105325678,0.553275388
600,1976,Minnesota,MN,27,41,33,US House,6,gen,False,False,Richard Nolan,democrat,False,total,147507,246708.0,False,20171005,1,24154.0,-0.04029227200933449,0.176998584
601,1976,Minnesota,MN,27,41,33,US House,7,gen,False,False,Bob Bergland,republican,False,total,174080,241627.0,False,20171005,1,53267.5,0.04029227200933449,0.821881898
604,1976,Minnesota,MN,27,41,33,US House,8,gen,False,False,James L. Oberstar,democrat,False,total,206755,206755.0,False,20171005,1,103378.5,-0.04029227200933449,2.307310756
605,1976,Mississippi,MS,28,64,46,US House,1,gen,False,False,Jamie L. Whitten,democrat,False,total,93687,93687.0,False,20171005,1,46844.5,-0.04029227200933449,0.525214637
606,1976,Mississippi,MS,28,64,46,US House,2,gen,False,False,David R. Bowen,republican,False,total,75092,119173.0,False,20171005,1,15506.5,0.031605887599995657,0.47271573
609,1976,Mississippi,MS,28,64,46,US House,3,gen,False,False,G. V. (Sonny) Montgomery,democrat,False,total,129088,137409.0,False,20171005,1,60384.5,-0.031605887599995657,1.9244949409999998
612,1976,Mississippi,MS,28,64,46,US House,4,gen,False,False,Thad Cochran,democrat,False,total,101132,132991.0,False,20171005,1,34637.5,-0.031605887599995657,1.0413411590000001
615,1976,Mississippi,MS,28,64,46,US House,5,gen,False,False,Trent Lott,republican,False,total,104554,153278.0,False,20171005,1,27916.0,0.031605887599995657,0.705321855
617,1976,Missouri,MO,29,43,34,US House,1,gen,False,False,William (Bill) Clay,democrat,False,total,87310,133184.0,False,20171005,1,20719.0,-0.031605887599995657,0.9025693920000001
620,1976,Missouri,MO,29,43,34,US House,2,gen,False,False,Robert A. Young,democrat,False,total,111568,218379.0,False,20171005,1,2379.5,0.0005578270251155163,0.012951116
621,1976,Missouri,MO,29,43,34,US House,3,gen,False,False,Richard A. Gephardt,republican,False,total,115109,180732.0,False,20171005,1,24744.0,-0.0005578270251155163,0.036694828
624,1976,Missouri,MO,29,43,34,US House,4,gen,False,False,Ike Skelton,democrat,False,total,115955,207560.0,False,20171005,1,12176.0,0.0005578270251155163,0.40014835299999996
626,1976,Missouri,MO,29,43,34,US House,5,gen,False,False,Richard Bolling,republican,False,total,100876,148302.0,False,20171005,1,26726.0,-0.0005578270251155163,0.424037479
629,1976,Missouri,MO,29,43,34,US House,6,gen,False,False,E. Thomas Coleman,democrat,False,total,120969,206661.0,False,20171005,1,17639.5,0.0005578270251155163,0.015109635
632,1976,Missouri,MO,29,43,34,US House,7,gen,False,False,Gene Taylor,democrat,False,total,133656,215504.0,False,20171005,1,25905.0,0.0005578270251155163,2.871630428
633,1976,Missouri,MO,29,43,34,US House,8,gen,False,False,Richard H. Ichord,democrat,False,total,132386,196647.0,False,20171005,1,34063.5,0.0005578270251155163,1.266185909
636,1976,Missouri,MO,29,43,34,US House,9,gen,False,False,Harold L. Volkmer,republican,False,total,120325,215141.0,False,20171005,1,12755.5,-0.0005578270251155163,0.110084485
639,1976,Missouri,MO,29,43,34,US House,10,gen,False,False,Bill D. Burlison,republican,False,total,131675,182699.0,False,20171005,1,40326.5,0.025661634069740216,1.169846265
641,1976,Montana,MT,30,81,64,US House,1,gen,False,False,Max Baucus,democrat,False,total,111487,167784.0,False,20171005,1,27596.0,-0.025661634069740216,0.075548176
642,1976,Montana,MT,30,81,64,US House,2,gen,False,False,Ron Marlence,democrat,False,total,84149,153121.0,False,20171005,1,7589.5,-0.025661634069740216,1.410515875
645,1976,Nebraska,NE,31,46,35,US House,1,gen,False,False,Charles Thone,democrat,False,total,146558,200268.0,False,20171005,1,46425.0,0.01045920303072033,4.973474249
647,1976,Nebraska,NE,31,46,35,US House,2,gen,False,False,John J. Cavanaugh,democrat,False,total,106296,194775.0,False,20171005,1,8909.5,0.01045920303072033,2.602457309
650,1976,Nebraska,NE,31,46,35,US House,3,gen,False,False,Virginia Smith,democrat,False,total,150720,206765.0,False,20171005,1,47338.5,0.011275763447083484,0.71617039
655,1976,Nevada,NV,32,88,65,US House,0,gen,False,False,Jim Santini,republican,False,total,153996,199863.0,False,20171005,1,54065.5,-0.011275763447083484,0.03237779
661,1976,New Hampshire,NH,33,12,4,US House,1,gen,False,False,Norman E. D'Amours,republican,False,total,107806,158242.0,False,20171005,1,28686.0,-0.008460235393764006,0.34752161
663,1976,New Hampshire,NH,33,12,4,US House,2,gen,False,False,James C. Cleveland,democrat,False,total,100911,166703.0,False,20171005,1,17560.5,0.027468185052229876,0.265497876
664,1976,New Jersey,NJ,34,22,12,US House,1,gen,False,False,James J. Florio,republican,False,total,136624,194898.0,False,20171005,1,39176.0,-0.027468185052229876,0.166205987
669,1976,New Jersey,NJ,34,22,12,US House,2,gen,False,False,William J. Hughes,democrat,False,total,141753,229668.0,False,20171005,1,26920.0,0.007292604006039643,0.811659894
672,1976,New Jersey,NJ,34,22,12,US House,3,gen,False,False,James J. Howard,republican,False,total,127164,204739.0,False,20171005,1,24795.5,-0.007292604006039643,0.146779313
677,1976,New Jersey,NJ,34,22,12,US House,4,gen,False,False,"Frank Thompson, Jr.",democrat,False,total,113281,170868.0,False,20171005,1,27848.0,0.007292604006039643,11.30360567
683,1976,New Jersey,NJ,34,22,12,US House,5,gen,False,False,Millicent II. Fenwick,republican,False,total,137803,206106.0,False,20171005,1,34751.0,0.2005969808737975,2.588341752
687,1976,New Jersey,NJ,34,22,12,US House,6,gen,False,False,Edwin B. Forsythe,democrat,False,total,125920,214304.0,False,20171005,1,18769.0,-0.0026792840550626572,1.6768536090000001
691,1976,New Jersey,NJ,34,22,12,US House,7,gen,False,False,Andrew Maguire,democrat,False,total,120526,213150.0,False,20171005,1,13952.0,-0.0026792840550626572,2.926801815
692,1976,New Jersey,NJ,34,22,12,US House,8,gen,False,False,Robert A. Roe,democrat,False,total,108841,154196.0,False,20171005,1,31744.0,-0.0026792840550626572,0.142462275
696,1976,New Jersey,NJ,34,22,12,US House,9,gen,False,False,Harold C. Hollenbeck,democrat,False,total,107454,202344.0,False,20171005,1,6283.0,-0.0026792840550626572,0.036694828
703,1976,New Jersey,NJ,34,22,12,US House,10,gen,False,False,"Peter W. Rodino, Jr.",democrat,False,total,88245,106775.0,False,20171005,1,34858.5,-0.0026792840550626572,1.771184132
706,1976,New Jersey,NJ,34,22,12,US House,11,gen,False,False,Joseph G. Minish,democrat,False,total,129026,190808.0,False,20171005,1,33623.0,-0.0026792840550626572,2.483334826
710,1976,New Jersey,NJ,34,22,12,US House,12,gen,False,False,Matthew J. Rinaldo,republican,False,total,136973,187282.0,False,20171005,1,43333.0,0.0026792840550626572,0.21585193100000002
716,1976,New Jersey,NJ,34,22,12,US House,13,gen,False,False,Helen S. Meyner,democrat,False,total,105291,209051.0,False,20171005,1,766.5,-0.0026792840550626572,2.396423461
723,1976,New Jersey,NJ,34,22,12,US House,14,gen,False,False,Joseph A. Le Fante,democrat,False,total,73174,146768.0,False,20171005,1,-209.0,-0.0026792840550626572,0.612505525
724,1976,New Jersey,NJ,34,22,12,US House,15,gen,False,False,Edward J. Patten,democrat,False,total,106170,179836.0,False,20171005,1,16253.0,0.06743112968491496,0.086073525
730,1976,New Mexico,NM,35,85,66,US House,1,gen,False,False,"Manuel Lujan, Jr.",democrat,False,total,162587,225546.0,False,20171005,1,49815.0,0.06743112968491496,0.444431846
732,1976,New Mexico,NM,35,85,66,US House,2,gen,False,False,Harold Runnels,republican,False,total,123563,175694.0,False,20171005,1,35717.0,-0.06743112968491496,0.12951115900000001
736,1976,New York,NY,36,21,13,US House,1,gen,False,False,Otis G. Pike,republican,False,total,129779,207468.0,False,20171005,1,26046.0,0.011441474288475428,0.609396891
738,1976,New York,NY,36,21,13,US House,2,gen,False,False,Thomas J. Downey,democrat,False,total,90172,159902.0,False,20171005,1,10222.0,-0.011441474288475428,0.023743712
746,1976,New York,NY,36,21,13,US House,3,gen,False,False,"Jerome A. Ambro, Jr.",republican,False,total,94265,181439.0,False,20171005,1,3546.5,0.011441474288475428,0.16677658
748,1976,New York,NY,36,21,13,US House,4,gen,False,False,Norman F. Lent,democrat,False,total,91304,190029.0,False,20171005,1,-3709.5,-0.011441474288475428,0.307080335
753,1976,New York,NY,36,21,13,US House,5,gen,False,False,John W. Wydler,democrat,False,total,98337,198234.0,False,20171005,1,-779.0,-0.011441474288475428,0.077706695
757,1976,New York,NY,36,21,13,US House,6,gen,False,False,Lester L. Wolf,democrat,False,total,104374,181947.0,False,20171005,1,13401.5,-0.011441474288475428,2.780037461
761,1976,New York,NY,36,21,13,US House,7,gen,False,False,Joseph P. Addabbo,democrat,False,total,82107,113373.0,False,20171005,1,25421.5,0.11231343758619958,0.165938739
767,1976,New York,NY,36,21,13,US House,8,gen,False,False,Benjamin S. Rosenthal,democrat,False,total,98954,137861.0,False,20171005,1,30024.5,0.041017883762980906,1.905003884
770,1976,New York,NY,36,21,13,US House,9,gen,False,False,James J. Delaney,democrat,False,total,53418,115195.0,False,20171005,1,-4178.5,0.028690052846664225,0.03237779
776,1976,New York,NY,36,21,13,US House,10,gen,False,False,Mario Biaggi,democrat,False,total,69019,115962.0,False,20171005,1,11039.0,0.028690052846664225,0.151289891
777,1976,New York,NY,36,21,13,US House,11,gen,False,False,James H. Scheuer,republican,False,total,84770,114458.0,False,20171005,1,27542.0,-0.028690052846664225,0.015109635
781,1976,New York,NY,36,21,13,US House,12,gen,False,False,Shirley Chisholm,republican,False,total,41297,49632.0,False,20171005,1,16482.0,-0.028690052846664225,0.06475557900000001
787,1976,New York,NY,36,21,13,US House,13,gen,False,False,Stephen J. Solarz,republican,False,total,102662,132224.0,False,20171005,1,36551.0,-0.028690052846664225,0.159730429
